,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
3215,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.4705882353,1.0,0.2647058824,0.2647058824,0.2647058824,0.5882352941,0.2647058824,0.2647058824,0.3235294118,0.2941176471,0.2647058824,0.2647058824,0.2647058824,1.0,1.0,0.2647058824,1.0,1.0,0.2647058824,0.2647058824,0.2647058824,0.3529411765,1.0,0.2647058824,1.0,0.2647058824,0.2647058824,0.3235294118,1.0,0.2647058824,1.0,0.2647058824,0.38235294119999996,0.2647058824,0.2647058824,0.2647058824,0.6176470588,0.44117647060000004,0.2941176471,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,1.0,0.4117647059,1.0,0.2647058824,0.2647058824,0.38235294119999996,0.4117647059,1.0,1.0,0.2647058824,0.2647058824,0.3235294118,0.2647058824,1.0,0.2647058824,0.2647058824,0.2647058824,0.2647058824,1.0,0.2647058824,1.0,0.2647058824,1.0,0.7352941176000001,0.2647058824,1.0,0.2647058824,0.2647058824,0.2647058824,1.0,0.2647058824,0.2647058824,0.2647058824,0.2647058824,1.0,0.2647058824,0.3529411765,0.5882352941,0.2647058824,1.0,0.2647058824,0.3235294118,0.2647058824,0.2647058824,1.0,1.0,0.2647058824,0.7352941176000001,1.0,1.0,0.2647058824
3216,1.0,0.2647058824,0.2647058824,0.2647058824,0.2647058824,1.0,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.3529411765,0.2941176471,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,1.0,0.2647058824,0.2647058824,0.2647058824,1.0,0.2647058824,0.2647058824,0.2647058824,0.2647058824,1.0,0.2647058824,0.2647058824,1.0,0.2647058824,1.0,0.9705882353,0.2647058824,1.0,0.2647058824,0.4705882353,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.38235294119999996,0.2647058824,0.2647058824,0.3235294118,0.8529411765,0.2647058824,0.2647058824,1.0,0.2647058824,0.5882352941,0.2647058824,0.2647058824,0.2647058824,1.0,0.2647058824,0.4117647059,1.0,1.0,0.2647058824,0.2647058824,1.0,0.2647058824,1.0,0.2647058824,0.2647058824,1.0,0.2647058824,1.0,0.2647058824,1.0,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.38235294119999996,0.6470588235,0.5882352941,0.2647058824,0.2647058824,0.4117647059,1.0,1.0,0.2647058824,1.0,0.2647058824,0.2647058824,1.0,0.2647058824,0.2647058824
3217,0.6764705882,0.2647058824,0.2647058824,1.0,0.2647058824,0.3235294118,0.4117647059,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.5294117647,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.4117647059,1.0,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.4117647059,0.2647058824,0.38235294119999996,0.2647058824,1.0,0.2647058824,0.2647058824,1.0,0.2941176471,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.4117647059,0.2647058824,1.0,0.2647058824,1.0,0.2647058824,0.2647058824,0.38235294119999996,1.0,1.0,0.2647058824,0.2647058824,0.7941176470999999,0.3235294118,0.4117647059,0.2647058824,1.0,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.4117647059,1.0,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.44117647060000004,0.2647058824,0.2647058824,0.2647058824,0.3529411765,1.0,0.2647058824,0.2647058824,0.2647058824,0.4117647059,0.2647058824,0.2647058824,0.2647058824,0.2647058824,1.0,1.0,0.2647058824
3218,0.2647058824,0.2647058824,0.2647058824,0.2647058824,1.0,1.0,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,1.0,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,1.0,1.0,0.2647058824,0.2647058824,0.2647058824,1.0,0.2647058824,0.2647058824,1.0,0.2647058824,1.0,0.2647058824,1.0,0.5294117647,1.0,1.0,0.2647058824,0.2647058824,0.2647058824,0.2647058824,1.0,0.2647058824,0.2647058824,0.2647058824,0.2647058824,1.0,1.0,0.2647058824,0.4117647059,0.2647058824,0.4117647059,1.0,0.2647058824,0.2647058824,0.2647058824,1.0,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,1.0,1.0,0.2647058824,0.2647058824,0.9117647059,1.0,0.2647058824,1.0,0.2647058824,0.4117647059,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.5294117647,0.4705882353,0.2647058824,0.2647058824,0.9411764706,0.2647058824,0.4117647059,0.2647058824,0.3529411765,1.0,0.2647058824,0.6176470588,0.2647058824,0.2647058824,1.0,0.2647058824,0.2647058824
3219,0.4705882353,0.2647058824,0.2647058824,0.3529411765,0.2647058824,1.0,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,1.0,0.2647058824,0.2647058824,0.2647058824,0.2647058824,1.0,0.2647058824,0.2647058824,0.38235294119999996,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.6470588235,0.2647058824,0.38235294119999996,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2941176471,0.2647058824,0.2647058824,1.0,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,1.0,0.5294117647,0.2647058824,0.2647058824,0.3235294118,0.9705882353,0.2647058824,0.2647058824,0.5588235294,0.2647058824,0.2647058824,0.2647058824,0.2647058824,1.0,1.0,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2941176471,0.2647058824,0.2647058824,0.2647058824,0.2647058824,1.0,0.2647058824,0.2647058824,0.2647058824,0.2647058824,1.0,0.4705882353,0.2647058824
3220,0.2647058824,0.2647058824,0.2647058824,0.38235294119999996,1.0,0.2647058824,0.4117647059,0.5588235294,1.0,0.2647058824,0.2647058824,1.0,0.2647058824,0.2647058824,1.0,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,1.0,0.3529411765,1.0,0.2647058824,0.2647058824,0.2647058824,0.2647058824,1.0,0.2647058824,0.2647058824,0.2647058824,1.0,0.4117647059,0.4117647059,0.2647058824,0.2647058824,1.0,0.2647058824,0.2647058824,0.2647058824,0.4117647059,0.2647058824,0.3529411765,0.2647058824,1.0,0.2647058824,0.2647058824,1.0,0.2647058824,0.2647058824,0.2647058824,1.0,0.2647058824,1.0,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.3235294118,0.2647058824,0.5882352941,1.0,1.0,0.2647058824,0.2647058824,0.4117647059,0.2647058824,0.2647058824,0.2647058824,0.38235294119999996,0.2647058824,0.2647058824,0.2647058824,0.7058823529000001,0.4705882353,0.2647058824,0.2647058824,0.38235294119999996,0.2647058824,0.38235294119999996,0.2647058824,0.2647058824,0.2647058824,0.2647058824,1.0,0.6764705882,0.2647058824,0.2647058824,1.0,0.4117647059,1.0,0.2647058824,0.9705882353,1.0,1.0
3221,0.38235294119999996,0.2647058824,0.44117647060000004,1.0,0.3235294118,0.38235294119999996,1.0,0.2647058824,0.2647058824,0.2647058824,0.38235294119999996,0.2647058824,0.2647058824,0.2647058824,1.0,1.0,0.2647058824,0.2647058824,0.2941176471,1.0,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.6470588235,0.2647058824,1.0,0.2647058824,0.2647058824,0.2647058824,1.0,0.2647058824,0.2647058824,1.0,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,1.0,0.2647058824,0.38235294119999996,1.0,0.2647058824,0.3529411765,0.2647058824,0.2647058824,0.2647058824,1.0,1.0,0.2647058824,0.2647058824,0.2647058824,1.0,0.2647058824,0.9411764706,0.2647058824,0.2647058824,0.2647058824,1.0,0.2647058824,0.2647058824,0.2647058824,0.4117647059,0.2647058824,0.2647058824,0.2647058824,0.6176470588,0.2647058824,0.2647058824,0.2647058824,0.3529411765,0.2647058824,0.2647058824,0.2647058824,0.2647058824,1.0,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.4117647059,0.3235294118,0.2647058824,1.0,0.2647058824,0.2647058824,0.2647058824,0.2647058824,1.0,1.0,0.5588235294
3222,1.0,0.2647058824,0.2647058824,0.4117647059,1.0,0.2647058824,0.2647058824,0.4117647059,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.7941176470999999,0.2647058824,0.2647058824,0.2647058824,0.2647058824,1.0,0.2647058824,0.38235294119999996,0.7941176470999999,0.2647058824,1.0,0.2647058824,0.2647058824,0.2647058824,0.4117647059,0.4117647059,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,1.0,0.2647058824,0.4117647059,0.2647058824,0.6176470588,0.2647058824,1.0,0.5,0.2647058824,0.2647058824,0.2647058824,0.2647058824,1.0,0.2647058824,1.0,0.2647058824,0.2647058824,1.0,0.38235294119999996,1.0,1.0,0.2647058824,0.6176470588,0.2647058824,1.0,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.38235294119999996,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.5,0.2647058824,1.0,0.2647058824,0.2647058824,0.4117647059,0.2647058824,1.0,0.38235294119999996,0.2647058824
3223,1.0,0.2647058824,0.2647058824,1.0,0.6764705882,0.2647058824,1.0,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,1.0,0.5294117647,0.2647058824,0.2647058824,0.2647058824,1.0,0.2647058824,0.2647058824,0.2647058824,0.2647058824,1.0,0.2647058824,0.2647058824,0.2647058824,0.2647058824,1.0,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,1.0,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.4117647059,0.5588235294,0.2647058824,1.0,0.4117647059,1.0,0.2647058824,0.2647058824,0.2647058824,1.0,0.2647058824,0.2941176471,0.2647058824,0.2647058824,0.4117647059,0.2647058824,0.2647058824,1.0,0.2647058824,0.2647058824,0.2647058824,0.3235294118,0.2647058824,1.0,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,1.0,0.4117647059,0.2647058824,0.2647058824,0.2647058824,1.0,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,1.0,0.2647058824,0.2647058824,0.2647058824,1.0,1.0,0.5294117647
3224,0.8235294118,0.2647058824,1.0,0.7352941176000001,1.0,1.0,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,1.0,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,1.0,0.2647058824,0.2647058824,0.2647058824,0.2647058824,1.0,0.2941176471,1.0,0.2647058824,0.2647058824,0.2647058824,1.0,1.0,0.2647058824,0.38235294119999996,0.6176470588,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.4117647059,0.2647058824,1.0,0.2647058824,0.2647058824,1.0,0.2941176471,0.2647058824,0.2647058824,0.2647058824,0.2647058824,1.0,1.0,0.2647058824,0.2647058824,1.0,0.44117647060000004,1.0,0.2941176471,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,1.0,1.0,0.2647058824,0.2647058824,0.4117647059,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,1.0,0.2647058824,0.2647058824,1.0,0.2647058824,0.2647058824,0.5,0.5,1.0,0.2647058824,0.2647058824,0.2647058824,0.2647058824,1.0,0.2647058824,0.4117647059
3225,0.38235294119999996,0.2647058824,0.2647058824,1.0,0.2647058824,0.2647058824,1.0,0.5294117647,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.3529411765,1.0,0.2647058824,1.0,0.7352941176000001,0.2647058824,1.0,0.6764705882,0.2647058824,0.2647058824,0.2647058824,1.0,1.0,0.2647058824,1.0,0.38235294119999996,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.5588235294,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.5294117647,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.4705882353,0.2647058824,1.0,0.2647058824,1.0,0.2647058824,0.2647058824,0.9411764706,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,1.0,0.9705882353,0.2647058824,0.2647058824,0.2647058824,0.2941176471,0.2647058824,0.38235294119999996,0.2647058824,0.2647058824,0.2647058824,0.2647058824,1.0,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.38235294119999996,0.2647058824,0.2647058824,0.2647058824,1.0,1.0,0.2647058824,0.2647058824,1.0,0.2647058824,1.0,0.9705882353,0.2647058824,0.5294117647,1.0,0.4705882353,0.2647058824
3226,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.38235294119999996,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,1.0,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,1.0,1.0,1.0,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.38235294119999996,0.2647058824,1.0,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.4705882353,0.2647058824,0.2647058824,0.44117647060000004,0.38235294119999996,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.4117647059,0.2647058824,0.2647058824,0.2647058824,0.2647058824,1.0,0.2647058824,1.0,0.2647058824,0.5882352941,0.2647058824,1.0,0.2647058824,0.5588235294,0.2647058824,1.0,0.2941176471,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.38235294119999996,0.2647058824,0.2647058824,1.0,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,1.0,0.2647058824,1.0,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,1.0,0.2647058824,1.0,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,1.0,0.2647058824,0.2647058824
3227,0.5,0.2647058824,0.2647058824,1.0,0.2647058824,0.2647058824,1.0,0.2647058824,0.2647058824,0.2647058824,1.0,0.5294117647,0.2647058824,0.2647058824,1.0,0.2647058824,0.7352941176000001,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,1.0,1.0,0.2647058824,0.2647058824,0.2647058824,0.44117647060000004,0.2647058824,0.2647058824,0.5294117647,0.2647058824,0.2647058824,0.2647058824,1.0,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.4117647059,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,1.0,0.2647058824,0.2647058824,0.2647058824,1.0,0.6764705882,1.0,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.3529411765,1.0,0.2647058824,1.0,1.0,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,1.0,0.2647058824,0.4117647059,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,1.0,0.2647058824,1.0,0.2647058824,1.0,1.0,1.0
3228,1.0,0.2647058824,1.0,1.0,0.2647058824,1.0,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,1.0,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.3529411765,0.2647058824,0.2647058824,0.2647058824,0.2647058824,1.0,0.2647058824,0.2647058824,1.0,0.38235294119999996,1.0,0.2647058824,0.2647058824,1.0,1.0,0.2647058824,0.2647058824,0.2647058824,0.9117647059,0.2647058824,1.0,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.5,0.2647058824,0.38235294119999996,1.0,0.2647058824,0.2647058824,0.2647058824,1.0,0.2647058824,0.3235294118,0.4117647059,0.2647058824,0.2647058824,1.0,0.3235294118,1.0,0.2647058824,1.0,0.2647058824,0.2647058824,0.2647058824,0.2647058824,1.0,1.0,0.2647058824,1.0,0.2647058824,0.2941176471,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,1.0,0.2647058824,0.2647058824,1.0,0.2647058824,1.0,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.6470588235,0.2647058824,0.2647058824
3229,0.2647058824,0.2647058824,0.2647058824,1.0,0.2647058824,0.2647058824,0.2647058824,0.4705882353,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,1.0,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.3235294118,0.2647058824,1.0,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,1.0,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.4705882353,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.38235294119999996,1.0,0.2647058824,1.0,0.2647058824,0.2647058824,0.2647058824,1.0,0.2647058824,0.2647058824,0.2647058824,0.4117647059,1.0,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,1.0,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,1.0,0.2647058824,1.0,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,1.0,0.2647058824,0.2647058824
3230,1.0,0.2647058824,1.0,1.0,0.2647058824,0.2647058824,0.2647058824,1.0,0.2647058824,0.2647058824,0.2647058824,0.2647058824,1.0,0.3235294118,0.2647058824,0.2647058824,1.0,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,1.0,0.3529411765,0.2647058824,0.2647058824,0.2647058824,1.0,0.6470588235,0.2647058824,1.0,0.2647058824,0.5294117647,0.2647058824,0.2647058824,0.4117647059,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,1.0,0.2647058824,0.2647058824,1.0,0.2647058824,0.2647058824,0.2647058824,0.2647058824,1.0,0.2647058824,0.2647058824,0.2647058824,0.2647058824,1.0,0.2647058824,0.2647058824,0.2647058824,1.0,0.2647058824,0.2647058824,0.2647058824,0.6176470588,1.0,1.0,0.2647058824,1.0,0.38235294119999996,0.8823529412000001,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.7941176470999999,1.0,0.2647058824,0.2647058824,1.0,0.38235294119999996,0.2647058824,0.5588235294,0.2647058824,1.0,0.2647058824,0.2647058824,0.2647058824,0.2647058824,1.0,0.2647058824,0.2647058824
3231,1.0,0.2647058824,0.2647058824,0.38235294119999996,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.4117647059,0.38235294119999996,0.5588235294,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,1.0,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,1.0,0.44117647060000004,1.0,0.2647058824,0.2647058824,1.0,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,1.0,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,1.0,0.2647058824,0.5588235294,0.2647058824,0.2647058824,1.0,0.2647058824,0.2647058824,0.2647058824,0.2647058824,1.0,1.0,0.2647058824,1.0,1.0,0.2647058824,0.2647058824,0.2647058824,1.0,0.7352941176000001,1.0,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.38235294119999996,0.2647058824,0.2647058824,0.2647058824,1.0,0.2647058824,0.2647058824,0.3529411765,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,1.0,0.2647058824,0.2647058824
3232,1.0,0.2647058824,0.5588235294,0.2647058824,0.2647058824,1.0,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,1.0,0.38235294119999996,0.2647058824,0.2647058824,1.0,1.0,0.2647058824,0.2647058824,0.2647058824,0.2647058824,1.0,0.2647058824,0.2647058824,0.2647058824,0.5,1.0,0.2647058824,1.0,1.0,0.2647058824,0.2647058824,0.2647058824,1.0,0.6764705882,1.0,1.0,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,1.0,0.2647058824,0.2647058824,1.0,0.4705882353,0.2647058824,1.0,0.2647058824,0.2647058824,1.0,0.2647058824,0.2647058824,0.2647058824,0.2647058824,1.0,0.2647058824,0.2647058824,0.2941176471,0.44117647060000004,0.2647058824,1.0,0.2647058824,0.4705882353,0.2647058824,0.6470588235,0.2647058824,1.0,0.2647058824,0.6470588235,0.2647058824,0.2647058824,0.2647058824,0.4117647059,0.2647058824,0.2647058824,0.3235294118,0.2647058824,0.3529411765,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,1.0,0.2647058824,0.38235294119999996,1.0,0.2647058824,0.2647058824,0.2647058824,0.2647058824,1.0,1.0,0.2647058824
3233,1.0,0.2647058824,0.4117647059,1.0,1.0,0.2647058824,0.2647058824,0.4117647059,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.4117647059,0.38235294119999996,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,1.0,0.2647058824,0.2647058824,0.2647058824,0.2647058824,1.0,0.2647058824,0.2647058824,1.0,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,1.0,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,1.0,0.4705882353,0.2941176471,1.0,0.2941176471,0.2647058824,0.2647058824,0.2647058824,0.2647058824,1.0,0.2647058824,0.2647058824,0.2647058824,1.0,0.5882352941,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,1.0,1.0,0.2647058824,0.2647058824,0.2647058824,1.0,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,0.2647058824,1.0,0.2647058824,0.2647058824,0.2647058824,0.7352941176000001,0.3529411765,0.2647058824,0.2647058824,0.2647058824,1.0,0.2647058824,0.2647058824,0.2647058824,0.2647058824,1.0,0.2647058824,0.2647058824
